Date,open,close,high,low,volumn,price_change,day
2017-07-17,245.45,243.5,248.5,243.5,58000,0.0006,2017-07-17
2017-07-18,246.5,245.45,252.9,243,126460,0.0043,2017-07-18
2017-07-19,249,247.8,251,245.15,62630,0.0101,2017-07-19
2017-07-20,245.95,250,250,245.15,31010,-0.0122,2017-07-20
2017-07-21,245.2,246.15,250.5,244.5,71040,-0.003,2017-07-21
2017-07-24,249.1,244.15,250,244.15,62200,0.0159,2017-07-24
2017-07-25,246.6,251.85,251.85,245.5,86230,-0.01,2017-07-25
2017-07-26,245.45,246,251,245,46570,-0.0047,2017-07-26
2017-07-27,245.15,247.3,248.5,244.4,32090,-0.0012,2017-07-27
2017-07-28,245.15,244.85,248.5,244.3,40180,0,2017-07-28
2017-07-31,245,242.2,246.7,242.2,38520,-0.0006,2017-07-31
2017-08-01,246.2,245,247.9,244.15,35120,0.0049,2017-08-01
2017-08-02,249.1,246.45,251,246.45,74130,0.0118,2017-08-02
2017-08-03,242.3,246.15,249.35,240.1,86220,-0.0273,2017-08-03
2017-08-04,245.05,242.4,246.45,242.3,74400,0.0113,2017-08-04
2017-08-07,247.75,246,251.4,246,35290,0.011,2017-08-07
2017-08-08,242.7,247.05,248,241.5,43010,-0.0204,2017-08-08
2017-08-09,242.1,242,246.8,241.1,375430,-0.0025,2017-08-09
2017-08-10,237.55,242,246.4,235.55,178140,-0.0188,2017-08-10
2017-08-11,237.4,236.3,240.2,230.85,140800,-0.0006,2017-08-11
2017-08-14,238.4,242.7,243,237.2,65060,0.0042,2017-08-14
2017-08-16,243.1,234.25,245.95,234.25,88370,0.0197,2017-08-16
2017-08-17,242.65,244.9,248.9,236.5,178140,-0.0019,2017-08-17
2017-08-18,242.3,240.1,243.7,238.8,72010,-0.0014,2017-08-18
2017-08-21,241.15,240.8,245,239,34200,-0.0047,2017-08-21
2017-08-22,242,241.75,246.45,240.35,56400,0.0035,2017-08-22
2017-08-23,242.15,243,245,239.1,47180,0.0006,2017-08-23
2017-08-24,240.55,241,244.95,239.55,25530,-0.0066,2017-08-24
2017-08-28,244.1,240.75,247.4,239.4,48470,0.0148,2017-08-28
2017-08-29,239.2,243.25,243.95,238.05,28860,-0.0201,2017-08-29
2017-08-30,239.25,241.05,241.7,238.6,14240,0.0002,2017-08-30
2017-08-31,238.7,237.7,241.85,237.3,31090,-0.0023,2017-08-31
2017-09-01,241.25,238.55,243,238.25,47580,0.0107,2017-09-01
2017-09-04,238.3,238.15,243,238,50280,-0.0122,2017-09-04
2017-09-05,249.2,239.95,253.8,238.3,280480,0.0457,2017-09-05
2017-09-06,245.9,248,248.05,241.1,68530,-0.0132,2017-09-06
2017-09-07,242.2,246,247.95,241.6,33460,-0.015,2017-09-07
2017-09-08,241.6,242.1,245.2,241.1,32190,-0.0025,2017-09-08
2017-09-11,246.55,241.8,251.2,241.8,65630,0.0205,2017-09-11
2017-09-12,244.25,245.15,251.05,243.2,80430,-0.0093,2017-09-12
2017-09-13,247.95,245.55,255.25,244.3,287930,0.0151,2017-09-13
2017-09-14,243.85,249.4,252.8,242.6,88310,-0.0165,2017-09-14
2017-09-15,241.6,242.9,245.5,241,39120,-0.0092,2017-09-15
2017-09-18,244.65,242.5,247.4,242.5,295500,0.0126,2017-09-18
2017-09-19,242.2,243.55,245.4,241.6,35810,-0.01,2017-09-19
2017-09-20,241.2,244,244,240.55,23790,-0.0041,2017-09-20
2017-09-21,233.25,242.75,243.4,222.55,1090000,-0.033,2017-09-21
2017-09-22,230.2,233,233,228.45,382240,-0.0131,2017-09-22
2017-09-25,212.25,219.9,220.35,204,723310,-0.078,2017-09-25
2017-09-26,216.65,210,219,209,300760,0.0207,2017-09-26
2017-09-27,211.4,219.6,219.9,209,88010,-0.0242,2017-09-27
2017-09-28,207.7,213.45,219.7,205.7,173240,-0.0175,2017-09-28
2017-09-29,217.4,207.8,219,207.8,102650,0.0467,2017-09-29
2017-10-03,212.4,217,220.2,210.15,54050,-0.023,2017-10-03
2017-10-04,210,215.95,217.75,208.5,71520,-0.0113,2017-10-04
2017-10-05,214.3,211.15,215.3,210.1,48510,0.0205,2017-10-05
2017-10-06,217.5,214,221,214,93650,0.0149,2017-10-06
2017-10-09,215.3,218,220,215,39180,-0.0101,2017-10-09
2017-10-10,215.6,217,218.95,215,34050,0.0014,2017-10-10
2017-10-11,218.75,217.05,224.75,215.5,120010,0.0146,2017-10-11
2017-10-12,220.05,219.9,223,218,31890,0.0059,2017-10-12
2017-10-13,220.35,221.95,222.7,219.6,40070,0.0014,2017-10-13
2017-10-16,220.55,220,222.5,218.85,26790,0.0009,2017-10-16
2017-10-17,221.95,217,231.7,217,158520,0.0063,2017-10-17
2017-10-18,224,223.3,225.25,222.25,24490,0.0092,2017-10-18
2017-10-19,225.5,226.9,228,224.05,7840,0.0067,2017-10-19
2017-10-23,221.7,223.5,227.4,220,25460,-0.0169,2017-10-23
2017-10-24,221.2,223,224.2,220.25,17050,-0.0023,2017-10-24
2017-10-25,220.45,223,227,220,41560,-0.0034,2017-10-25
2017-10-26,220.1,220.55,222,220,26440,-0.0016,2017-10-26
2017-10-27,221.65,219.2,226.5,218.4,463060,0.007,2017-10-27
2017-10-30,224.75,220.3,228.95,220.3,158600,0.014,2017-10-30
2017-10-31,222.45,224.6,226.4,220.3,31150,-0.0102,2017-10-31
2017-11-01,222.2,222.3,226.4,221.05,35860,-0.0011,2017-11-01
2017-11-02,223,222.2,226,222,45310,0.0036,2017-11-02
2017-11-03,223.3,224.9,225.5,222.2,31670,0.0013,2017-11-03
2017-11-06,221,220.3,224.75,219,42300,-0.0103,2017-11-06
2017-11-07,219.4,221.1,222.9,217.6,74670,-0.0072,2017-11-07
2017-11-08,215.15,217.1,220,214.2,117450,-0.0194,2017-11-08
2017-11-09,247.5,215.5,258.15,215,1200000,0.1504,2017-11-09
2017-11-10,227.9,239,239.9,225,479350,-0.0792,2017-11-10
2017-11-13,227.9,239.6,239.6,225.15,303270,0,2017-11-13
2017-11-14,223.6,230,230.05,220.1,79700,-0.0189,2017-11-14
2017-11-15,218.6,221.05,225,217.1,72580,-0.0224,2017-11-15
2017-11-16,220,219.15,222.8,217.1,45480,0.0064,2017-11-16
2017-11-17,225.8,224.8,228.1,222.1,115430,0.0264,2017-11-17
2017-11-20,224.65,228.45,228.45,223.75,30960,-0.0051,2017-11-20
2017-11-21,231,226.9,236.2,224.65,621660,0.0283,2017-11-21
2017-11-22,228.1,231.9,236.7,226.45,105310,-0.0126,2017-11-22
2017-11-23,234.55,228,237,228,135220,0.0283,2017-11-23
2017-11-24,230,234.55,235.6,229,145360,-0.0194,2017-11-24
2017-11-27,235.9,229,238.95,229,199510,0.0257,2017-11-27
2017-11-28,241,239,250,234.65,530240,0.0216,2017-11-28
2017-11-29,238.55,241.95,245,236.3,109830,-0.0102,2017-11-29
2017-11-30,246,238,249,237,443750,0.0312,2017-11-30
2017-12-01,266.5,249.45,283.75,249,3030000,0.0833,2017-12-01
2017-12-04,270,265.5,279.2,261,1010000,0.0131,2017-12-04
2017-12-05,264.7,269.7,272.45,262.3,301750,-0.0196,2017-12-05
2017-12-06,259.1,263,269.85,256.1,249680,-0.0212,2017-12-06
2017-12-07,272.45,260.95,274.9,260.25,458320,0.0515,2017-12-07
2017-12-08,280.15,272.05,284.9,272.05,1010000,0.0283,2017-12-08
2017-12-11,280.1,282.8,288.9,278.2,548800,-0.0002,2017-12-11
2017-12-12,274.65,277.3,279.95,235,422860,-0.0195,2017-12-12
2017-12-13,274.9,274,279.9,271.1,538680,0.0009,2017-12-13
2017-12-14,272.4,274,275.7,265.2,195450,-0.0091,2017-12-14
2017-12-15,278.6,274,279.95,272,293720,0.0228,2017-12-15
2017-12-18,279.75,275,283.75,264,198950,0.0041,2017-12-18
2017-12-19,282.05,281,284.1,280,228690,0.0082,2017-12-19
2017-12-20,284.5,282.1,292.5,281,199550,0.0087,2017-12-20
2017-12-21,283.95,286.65,290,283,199590,-0.0019,2017-12-21
2017-12-22,276.65,284,285,275.05,72130,-0.0257,2017-12-22
2017-12-26,283.9,277,285,276.55,80280,0.0262,2017-12-26
2017-12-27,279.15,286,286,276.9,63150,-0.0167,2017-12-27
2017-12-28,277.7,281.2,283,276.05,34800,-0.0052,2017-12-28
2017-12-29,274.7,277.7,280.7,272.55,63040,-0.0108,2017-12-29
2018-01-01,279.9,274.85,282.8,273.1,166000,0.0189,2018-01-01
2018-01-02,272.6,280,280,271.55,41270,-0.0261,2018-01-02
2018-01-03,273.1,283,283,270.35,42070,0.0018,2018-01-03
2018-01-04,274.7,275.5,275.75,270.55,96140,0.0059,2018-01-04
2018-01-05,271.2,271.55,275.05,270.75,94180,-0.0127,2018-01-05
2018-01-08,271.7,279.1,279.1,270.1,109420,0.0018,2018-01-08
2018-01-09,326,272.25,326,272.1,3680000,0.1999,2018-01-09
2018-01-10,357.9,330,369,321,4720000,0.0979,2018-01-10
2018-01-11,358.1,354,372,341.75,2440000,0.0006,2018-01-11
2018-01-12,348.35,354.7,365,342.1,704900,-0.0272,2018-01-12
2018-01-15,349.6,346.25,364.2,345,629510,0.0036,2018-01-15
2018-01-16,335,352.2,352.2,330,428990,-0.0418,2018-01-16
2018-01-17,346.8,330,358,327.65,944520,0.0352,2018-01-17
2018-01-18,336.35,349.8,356,330.1,777660,-0.0301,2018-01-18
2018-01-19,349.4,338,356,338,967350,0.0388,2018-01-19
2018-01-22,359.55,341,374.9,341,1260000,0.029,2018-01-22
2018-01-23,358.8,363.5,364.5,353.05,394630,-0.0021,2018-01-23
2018-01-24,350.2,353,358.65,347.05,173120,-0.024,2018-01-24
2018-01-25,344.5,351.9,369,342.25,638690,-0.0163,2018-01-25
2018-01-29,347.05,344,362,342.8,420320,0.0074,2018-01-29
2018-01-30,332,354,354,330.35,528710,-0.0434,2018-01-30
2018-01-31,318.9,335,336.8,316.95,293270,-0.0395,2018-01-31
2018-02-01,326.35,320,336.5,316,516670,0.0234,2018-02-01
2018-02-02,312.2,323,326,295.1,297540,-0.0434,2018-02-02
2018-02-05,320.15,307.8,324,300,260800,0.0255,2018-02-05
2018-02-06,304,282,314.8,282,322970,-0.0504,2018-02-06
2018-02-07,309.5,311.6,317.9,306,152150,0.0181,2018-02-07
2018-02-08,333.55,311.7,338,310.6,471420,0.0777,2018-02-08
2018-02-09,335.35,327,339.8,321.35,432030,0.0054,2018-02-09
2018-02-12,335.4,338,343.55,332.9,172320,0.0001,2018-02-12
2018-02-14,331.35,336.9,340,328.25,186960,-0.0121,2018-02-14
2018-02-15,324.8,334,335.4,321.85,152120,-0.0198,2018-02-15
2018-02-16,323.8,327.95,330.7,319.1,122740,-0.0031,2018-02-16
2018-02-19,318.4,325.7,325.7,307.5,88230,-0.0167,2018-02-19
2018-02-20,312.5,320,321.55,310.5,59510,-0.0185,2018-02-20
2018-02-21,313.75,315.5,315.8,310.15,80190,0.004,2018-02-21
2018-02-22,314.8,313.75,316.2,310,86150,0.0033,2018-02-22
2018-02-23,323.75,315.75,330,315.75,154140,0.0284,2018-02-23
2018-02-26,317.3,330.6,334,309.5,5450000,-0.0199,2018-02-26
2018-02-27,320.3,315.5,325.7,315.5,493780,0.0095,2018-02-27
2018-02-28,314,318.2,322,313,157620,-0.0197,2018-02-28
2018-03-01,310.6,314,315.5,309.05,134230,-0.0108,2018-03-01
2018-03-05,306.7,309.8,310.45,302,99040,-0.0126,2018-03-05
2018-03-06,305.85,307,313.45,304,147840,-0.0028,2018-03-06
2018-03-07,292.65,306,306,291,116230,-0.0432,2018-03-07
2018-03-08,294.25,295.2,304,286.05,210380,0.0055,2018-03-08
2018-03-09,288.95,296.1,301,287.3,300940,-0.018,2018-03-09
2018-03-12,289.2,293,298,288.2,115540,0.0009,2018-03-12
2018-03-13,292.95,288.25,300.05,288,534690,0.013,2018-03-13
2018-03-14,301.35,292.8,306,291.25,1100000,0.0287,2018-03-14
2018-03-15,315.7,305,320.45,302.65,550740,0.0476,2018-03-15
2018-03-16,314.7,318,325.35,312,257240,-0.0032,2018-03-16
2018-03-19,305.8,316.75,316.8,303.35,101720,-0.0283,2018-03-19
2018-03-20,311.9,305.6,314,302.45,116350,0.0199,2018-03-20
2018-03-21,308.35,314.25,317.85,305.8,78740,-0.0114,2018-03-21
2018-03-22,303.2,310.9,311,301.1,79920,-0.0167,2018-03-22
2018-03-23,298.85,294.25,301,294.25,77450,-0.0143,2018-03-23
2018-03-26,304.55,302.15,306.8,296.45,127430,0.0191,2018-03-26
2018-03-27,301.95,306.5,310.95,299.15,113520,-0.0085,2018-03-27
2018-03-28,304.85,301,307,299,71190,0.0096,2018-03-28
2018-04-02,303.8,300.85,309.8,300.85,82320,-0.0034,2018-04-02
2018-04-03,304.55,303,313.3,300.1,177190,0.0025,2018-04-03
2018-04-04,301.15,306,307.6,299.9,91530,-0.0112,2018-04-04
2018-04-05,306,304.15,309.25,303.5,50130,0.0161,2018-04-05
2018-04-06,305.65,305.85,310,304,68810,-0.0011,2018-04-06
2018-04-09,304.75,305.65,309.5,302.2,101260,-0.0029,2018-04-09
2018-04-10,304.2,308.2,308.2,302.6,47910,-0.0018,2018-04-10
2018-04-11,299.7,305.4,306.8,297,77990,-0.0148,2018-04-11
2018-04-12,300.95,301.4,304.9,299.65,56630,0.0042,2018-04-12
2018-04-13,301.05,302.75,305.5,300,120200,0.0003,2018-04-13
2018-04-16,301.3,299.9,303.8,298.45,52270,0.0008,2018-04-16
2018-04-17,302.95,301.6,309,299.85,93420,0.0055,2018-04-17
2018-04-18,304.15,302.2,306.9,302.2,54930,0.004,2018-04-18
2018-04-19,308.75,303.1,326.4,303.1,672600,0.0151,2018-04-19
2018-04-20,309.45,311.8,319.25,308.2,258130,0.0023,2018-04-20
2018-04-23,325.75,309,331.9,309,1020000,0.0527,2018-04-23
2018-04-24,334.75,328.5,338.9,325,764100,0.0276,2018-04-24
2018-04-25,333.65,340,343,328.1,484160,-0.0033,2018-04-25
2018-04-26,332.65,335.25,338.4,326,776840,-0.003,2018-04-26
2018-04-27,334.15,334.4,339.15,328.65,406170,0.0045,2018-04-27
2018-04-30,345.2,332,356.1,330.1,1140000,0.0331,2018-04-30
2018-05-02,342.65,345.9,347,337.5,241490,-0.0074,2018-05-02
2018-05-03,341.4,338.4,342.75,331.25,151930,-0.0036,2018-05-03
2018-05-04,339.75,341,354,335.25,414120,-0.0048,2018-05-04
2018-05-07,346.2,341,352.9,341,330030,0.019,2018-05-07
2018-05-08,341.25,348.5,349.15,338.95,190760,-0.0143,2018-05-08
2018-05-09,338.05,340.5,344.45,336.15,112760,-0.0094,2018-05-09
2018-05-10,332.95,338.05,340,331.15,143120,-0.0151,2018-05-10
2018-05-11,335.5,334.4,338,330.05,69460,0.0077,2018-05-11
2018-05-14,328.4,334.6,337.9,324.15,74590,-0.0212,2018-05-14
2018-05-15,318.75,329,335.95,315,188880,-0.0294,2018-05-15
2018-05-16,313.15,322.9,326.5,309.6,134880,-0.0176,2018-05-16
2018-05-17,315.65,315,322.8,312.05,252940,0.008,2018-05-17
2018-05-18,310,318,319.9,304,449000,-0.0179,2018-05-18
2018-05-21,306.75,310,312.9,295.45,167190,-0.0105,2018-05-21
2018-05-22,306.85,306.75,311.5,304.15,132980,0.0003,2018-05-22
2018-05-23,305.4,307.75,310,305,77680,-0.0047,2018-05-23
2018-05-24,305.3,306.45,312,302,168270,-0.0003,2018-05-24
2018-05-25,304.95,307.9,310.25,303,129030,-0.0011,2018-05-25
2018-05-28,307.1,307,310,305.7,52430,0.0071,2018-05-28
2018-05-29,304.5,307,307.75,303.5,45010,-0.0085,2018-05-29
2018-05-30,299.35,306,306,298.2,147640,-0.0169,2018-05-30
2018-05-31,298.6,299.25,303,296.2,69330,-0.0025,2018-05-31
2018-06-01,291.6,298.8,299.5,289.45,151810,-0.0234,2018-06-01
2018-06-04,284.65,291.6,292.05,281.3,148830,-0.0238,2018-06-04
2018-06-05,280.7,280,286.1,278.4,86180,-0.0139,2018-06-05
2018-06-06,284.15,282,288.2,278,48810,0.0123,2018-06-06
2018-06-07,279.4,285.8,294.85,276,158830,-0.0167,2018-06-07
2018-06-08,286.85,279,295.5,275,196940,0.0267,2018-06-08
2018-06-11,310.85,285,333,285,1390000,0.0837,2018-06-11
2018-06-12,303.5,312,315.1,299,245930,-0.0236,2018-06-12
2018-06-13,294.45,304.7,306,293,188530,-0.0298,2018-06-13
2018-06-14,304.75,295.7,309,291.25,336370,0.035,2018-06-14
2018-06-15,305.1,304,314,302,351970,0.0011,2018-06-15
2018-06-18,301.85,303.5,311.85,301,91350,-0.0107,2018-06-18
2018-06-19,292.35,301.15,304.9,290,107540,-0.0315,2018-06-19
2018-06-20,290.9,294.65,295.95,289,84550,-0.005,2018-06-20
2018-06-21,285.2,291.05,293.25,284.05,62040,-0.0196,2018-06-21
2018-06-22,286.35,285.6,288.35,281.8,55230,0.004,2018-06-22
2018-06-25,284.9,286,290.75,283.55,37300,-0.0051,2018-06-25
2018-06-26,284.65,285,288.7,280.45,37590,-0.0009,2018-06-26
2018-06-27,276.35,287.65,289.3,275.1,176450,-0.0292,2018-06-27
2018-06-28,273.6,276,276,268.55,75900,-0.01,2018-06-28
2018-06-29,270.4,273.75,278,263.6,161430,-0.0117,2018-06-29
2018-07-02,266.1,269.1,276.55,265.3,50200,-0.0159,2018-07-02
2018-07-03,265.55,266.75,269.65,263.05,100120,-0.0021,2018-07-03
2018-07-04,259.45,265.4,274,257.05,923880,-0.023,2018-07-04
2018-07-05,258.5,263,268.8,257.15,139710,-0.0037,2018-07-05
2018-07-06,260.1,255.7,263.05,255.7,71740,0.0062,2018-07-06
2018-07-09,259.75,264.9,265.7,259.05,62070,-0.0013,2018-07-09
2018-07-10,262.05,261.35,268.7,260.1,127270,0.0089,2018-07-10
2018-07-11,264.8,261.9,268.2,261.9,77120,0.0105,2018-07-11
2018-07-12,268.4,269.9,274.4,266,2040000,0.0136,2018-07-12
2018-07-13,265.85,268,269.5,263.05,61130,-0.0095,2018-07-13
2018-07-16,257.25,261,265.95,248.35,195410,-0.0323,2018-07-16
2018-07-17,260.9,252,262,252,26430,0.0142,2018-07-17
2018-07-18,260.25,261.05,263.9,255.8,37350,-0.0025,2018-07-18
2018-07-19,256.15,262.2,262.25,255.1,38640,-0.0158,2018-07-19
2018-07-20,258.75,255.2,263.8,254.15,30530,0.0102,2018-07-20
2018-07-23,260.2,252.1,263.4,252.1,28570,0.0056,2018-07-23
2018-07-24,263.9,261.95,267.8,255.55,74960,0.0142,2018-07-24
2018-07-25,264.9,265.45,266.45,261.1,53320,0.0038,2018-07-25
2018-07-26,262.65,264.9,267.35,262,91120,-0.0085,2018-07-26
2018-07-27,260.05,259.1,263,257,98130,-0.0099,2018-07-27
2018-07-30,262.05,263.8,265.8,260.1,64890,0.0077,2018-07-30
2018-07-31,267.75,262.9,269.9,261.1,70660,0.0218,2018-07-31
2018-08-01,269.2,265.1,272.05,265.1,199390,0.0054,2018-08-01
2018-08-02,264.45,268.8,269.5,262.2,55200,-0.0176,2018-08-02
2018-08-03,262.25,265.9,266.85,261.4,69900,-0.0083,2018-08-03
2018-08-06,258.65,261.3,264,256,57770,-0.0137,2018-08-06
2018-08-07,265.95,260.4,268.5,258.15,117460,0.0282,2018-08-07
2018-08-08,272.25,267.5,281,267,405290,0.0237,2018-08-08
2018-08-09,270.8,274.85,279,269,100870,-0.0053,2018-08-09
2018-08-10,259.5,263,268.85,258.05,112150,-0.0417,2018-08-10
2018-08-13,251.75,258,258,249.05,66140,-0.0299,2018-08-13
2018-08-14,247.4,253.45,254.05,241.1,152650,-0.0173,2018-08-14
2018-08-16,239.85,253,254.6,238.9,169340,-0.0305,2018-08-16
2018-08-17,244.7,242,259.65,236.45,347200,0.0202,2018-08-17
2018-08-20,244.25,247.15,249.9,243,107050,-0.0018,2018-08-20
2018-08-21,248.1,241.5,255,241.5,253340,0.0158,2018-08-21
